"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"207","4","10","C Chen"," Edward A Ashton ; Jeffrey Weisberg ; Kevin J Parker ; Leena Ketonen ; Michel J Berg","Segmentation and Features Extraction Techniques, with Applications to Biomedical Images ","ICIP International Conference Image Processing"
"208","4","11","C Chen"," Jianfei Cai","FEC-Based Wireless Video Streaming with Pre-Interleaving ","Data Compression Conference"
"209","4","12","C Chen"," Lei Cao","Product Code and Recurrent Alternative Decoding for Wireless Image Transmission ","Data Compression Conference"
"210","4","13","C Chen"," Matthew Arrott ; Thomas S Huang","Modeling, Analysis, and Visualization of Left Ventricle Shape and Motion by Hierarchical Decomposition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"211","4","14","C Chen"," Jian Wang","A Fast and Effective Block-Matching Error Concealment Scheme ","IEEE Pacific Rim Conference Multimedia"
"212","5","1","C Chen"," Chin-Chen Chang ; D C Lin ; Richard C T Lee","Optimal Linear Hashing Files for Orthogonal Range Retrieval ","COMPSAC International Computer Software and Applications Conference"
"213","5","2","C Chen"," Chin-Chen Chang ; D C Lin ; Richard C T Lee","A Temporal Join Mechanism Based on Trie-Ranking Data Structure ","CODAS The Second International Symposium Cooperative Database Systems for Advanced Applications"
"214","5","3","C Chen"," C C Chang","Orthogonal Range Retrieval Using Bucket Address Hashing ","SSDBM Statistical and Scientific Database Management"
"215","5","4","C Chen"," C C Chang ; H Y Chen","Symbolic Gray Code As A Data Allocation Scheme For Two-Disc Systems ","Comput J"
"216","5","5","C Chen"," C C Chang ; J K Jan","On the Design of a Machine-Independent Perfect Hashing Scheme ","Comput J"
"217","5","6","C Chen"," Chin-Chen Chang ; H F Lin","Optimality Properties of the Disc Modulo Allocation Method for k-ary Multiple Key Hashing Files ","Comput J"
"218","5","7","C Chen"," C C Chang","Performance Analysis of the Generalised Disc Modulo Allocation method for Multiple Key Hashing Files on Multi-Disc Systems ","Comput J"
"219","5","8","C Chen"," C C Chang","A Recursive Performance Formula of the Disc Modulo Allocation Method for Binary Cartesian Product Files ","Comput J"
"220","5","9","C Chen"," C C Chang ; Richard C T Lee","On the design of multiple key hashing files for concurrent orthogonal range retrieval between two disks ","Inf Syst"
"221","5","10","C Chen"," C C Chang ; Richard C T Lee","Optimal MMI file systems for orthogonal range retrieval ","Inf Syst"
"222","5","11","C Chen"," C C Chang","On GDM allocation for partial range queries ","Inf Syst"
"223","5","12","C Chen"," H F Lin","Optimality Criteria of the Disk Modulo Allocation Method for Cartesian Product Files ","BIT"
"224","5","13","C Chen"," C C Chang","Performance of Two-Disk Partition Data Allocations ","BIT"
"225","5","14","C Chen"," Chin-Chen Chang ; H F Lin ; Richard C T Lee","Optimal Bucket Allocation Design of k-ary MKH Files for Partial Match Retrieval ","IEEE Trans Knowl Data Eng"
"226","6","1","C Chen","","A Hybrid Approach of the Standard Clock Method and Event Scheduling Approach for General Discrete Event Simulation ","Winter Simulation Conference"
"227","6","2","C Chen","; Chun-Hung Chen"," Very Efficient Simulation for Engineering Design Problem, ","Modeling and Simulation Based Life Cycle Engineering K Chong S Saigal S Thynell Ed s Spon Press London"
"228","6","3","C Chen","H E Yucesan; Chun-Hung Chen"," Computing Efforts Allocation for Ordinal Optimization and Discrete Event Simulation, ","IEEE Transactions Automatic Control"
"229","6","4","C Chen","Hsiao-Chang Chen ; Liyi Dai","A Gradient Approach for Smartly Allocating Computing Budget for Discrete Event Simulation ","Winter Simulation Conference"
"230","6","5","C Chen","L Dai;J R Birge; Chun-Hung Chen"," Large Convergence Properties of Two-Stage Stochastic Programming, ","Journal of Optimization Theory and Applications"
"231","6","6","C Chen","K Donohue;E Yücesan;J Lin; Chun-Hung Chen"," Optimal Computing Budget Allocation for Monte Carlo Simulation Application to Product Design, "," Journal of Simulation Practice and Theory"
"232","6","7","C Chen","Y C Ho;C G Cassandras;L Dai; Chun-Hung Chen"," Ordinal Optimization and Simulation, ","Journal of Operational Research Society"
"233","6","8","C Chen","Bo-Wei Hsieh ; Shi-Chung Chang","Dynamic Scheduling Rule Selection for Semiconductor Wafer Fabrication ","ICRA International Conference Robotics and Automation"
"234","6","9","C Chen","B W Hsieh;S C Chang; Chun-Hung Chen"," Scheduling Semiconductor Wafer Fabrication by Using Ordinal Optimization-Based Simulation, ","IEEE Transactions Robotics and Automation"
"235","6","10","C Chen","K Inoue;S E Chick; Chun-Hung Chen"," An Empirical Evaluation of Several Methods to Select the Best System, ","ACM Transitions Modeling and Computer Simulation"
"236","6","11","C Chen","J Lin;E Yücesan;S E Chick; Chun-Hung Chen"," Simulation Budget Allocation for Further Enhancing the Efficiency of Ordinal Optimization, ","Journal of Discrete Event Dynamic Systems Theory and Applications"
"237","6","12","C Chen","Y C Luo;M Guignard-Spielberg; Chun-Hung Chen"," A Hybrid Approach for Integer Programming Combining Genetic Algorithms, Linear Programming and Ordinal Optimization, ","Journal of Intelligent Manufacturing"
"238","6","13","C Chen","Y C Luo;M Guignard-Spielberg; Chun-Hung Chen"," An Efficient Approach Integrating Genetic Algorithm, Linear Programming, and Ordinal Optimization for Linear Mixed Integer Programming Problems, ","International Journal of Smart Engineering System Design"
"239","6","14","C Chen","L Shi; Chun-Hung Chen"," A New Algorithm for Stochastic Discrete Resource Allocation Optimization, ","Journal of Discrete Event Dynamic Systems Theory and Applications"
"240","6","15","C Chen","Enver Y&uuml;cesan ; Hsiao-Chang Chen ; Liyi Dai ; Yu Yuan","Computing Budget Allocation for Simulation Experiments with Different System Structure ","Winter Simulation Conference"
"241","6","16","C Chen","Enver Y&uuml;cesan ; Insup Lee ; Yuh-Chuyn Luo","Distributed web-based simulation experiments for optimization ","Simul Theory"
"242","6","17","C Chen","Enver Y&uuml;cesan ; Insup Lee ; Yuh-Chuyn Luo","Distributed web-based simulation optimization ","Winter Simulation Conference"
"243","6","18","C Chen","Enver Y&uuml;cesa ; Jianwu Lin ; Karen Donohue","Efficient Approach for Monte Carlo Simulation Experiments and Its Applications to Circuit Systems Design ","Annual Simulation Symposium"
"244","6","19","C Chen","Enver Y&uuml;cesan ; Insup Lee","Web-based Simulation Experiments ","Winter Simulation Conference"
"245","6","20","C Chen","Enver Y&uuml;cesan ; Hsiao-Chang Chen ; Liyi Dai","New Development of Optimal Computing Budget Allocation for Discrete Event Simulation ","Winter Simulation Conference"
"246","6","21","C Chen","Enver Y&uuml;cesan ; Hsiao-Chang Chen ; Jianwu Lin","An asymptotic allocation for simultaneous simulation experiments ","Winter Simulation Conference"
"247","6","22","C Chen","Enver Y&uuml;cesan ; Leyuan Shi","Simultaneous simulation experiments and nested partition for discrete resource allocation in supply chain management ","Winter Simulation Conference"
"248","6","23","C Chen","E Yücesan;Y C Luo;I Lee; Chun-Hung Chen"," Distributed Web-Based Simulation Experiments For Optimization, ","Journal of Simulation Practice Theory"
"249","6","24","C Chen","E Yücesan;L Dai;H  Chun-Hung Chen"," Efficient Computation of Optimal Budget Allocation for Discrete Event Simulation Experiment, "," IIE Transactions"
"250","7","1","C Chen"," Sajal K Das","Parallel Breadth-First and Breadth-Depth Traversals of Generated Trees ","ICCI International Conference Computing and Information"
"251","7","2","C Chen"," Gene Lewis ; Sajal K Das ; Sushil K Prasad","Some Fast Parallel Algorithms for Parentheses Matching ","ICCI International Conference Computing and Information"
"252","7","3","C Chen"," Sajal K Das","Breadth-First Traversal of Trees and Integer Sorting in Parallel ","ICPP International Conference Parallel Processing"
"253","7","4","C Chen"," Sajal K Das","Efficient Parallel Algorithms for Computing Articulation Points and Bridges of Interval Graphs ","ICPP International Conference Parallel Processing"
"254","7","5","C Chen"," Sajal K Das","A New Parallel Algorithm for Breadth-First Search on Interval Graphs ","IPPS International Parallel Processing Symposium"
"255","7","6","C Chen"," Sajal K Das","A Cost-Optimal Parallel Algorithm for the Parentheses Matching Problem on an EREW PRAM ","IPPS International Parallel Processing Symposium"
"256","7","7","C Chen"," Sajal K Das","Efficient Parallel Algorithms on Interval Graphs ","PARLE Parallel Architectures and Languages Europe"
"257","7","8","C Chen"," Sajal K Das ; Selim G Akl","A Unified Approach to Parallel Depth-First Traversals of General Trees ","Inf Process Lett"
"258","7","9","C Chen"," Sajal K Das","Breadth-First Traversal of Trees and Integer Sorting in Parallel ","Inf Process Lett"
"259","7","10","C Chen"," Sajal K Das ; Sushil K Prasad","Efficient EREW PRAM Algorithms for Parentheses-Matching ","IEEE Trans Parallel Distrib Syst"
"260","7","11","C Chen"," Hee Yong Youn","A Comprehensive Performance Evaluation of Crossbar Networks ","IEEE Trans Parallel Distrib Syst"
"261","8","1","C Chen"," Brian K Tolan ; Fritz Freie ; George C Wellwood ; Indravadan N Modi ; Luiz C Alves ; Myron L Fair ; Norman E Weber ; Patrick J Meaney ; William J Clarke","RAS design for the IBM eServer z ","IBM Journal of Research and Development"
"262","8","2","C Chen"," ","Symbol Error Correctin Codes for Memory Applications ","FTCS Symposium Fault Tolerant Computing"
"263","8","3","C Chen"," ","Error-Correcting Codes for Semiconductor Memories ","ISCA International Symposium Computer Architecture"
"264","8","4","C Chen"," Douglas C Bossen ; M Y Ben Hsiao","Fault Alignment Exclusion for Memory Using Address Permutation ","IBM Journal of Research and Development"
"265","8","5","C Chen"," M Y Ben Hsiao","Error-Correcting Codes for Semiconductor Memory Applications: A State-of-the-Art Review ","IBM Journal of Research and Development"
"266","8","6","C Chen"," Robert A Rutledge","Fault-Tolerant Memory Simulator ","IBM Journal of Research and Development"
"267","8","7","C Chen"," Donald T Tang","Iterative Exhaustive Pattern Generation for Logic Testing ","IBM Journal of Research and Development"
"268","8","8","C Chen"," ","Symbol Error-Correcting Codes for Computer Memory Systems ","IEEE Trans Computers"
"269","8","9","C Chen"," ","Byte-Oriented Error-Correcting Codes for Semiconductor Memory Systems ","IEEE Trans Computers"
"270","8","10","C Chen"," L E Grosbach","Fault-Tolerant Memory Design in the IBM Application System/ ","FTCS Symposium Fault Tolerant Computing"
"271","9","1","C Chen"," David C Nagel ; James Lightbourne ; Sally E Howe ; Stephen M Griffin ; Walter L Warnick","The president's information technology advisory committee's february digital library report and its impact ","JCDL ACM IEEE Joint Conference Digital Libraries"
"272","9","2","C Chen"," Chen-Yu Lee ; Chung-Cheng Li ; Shu Lei Chen ; Von-Wun Soo","Automated Semantic Annotation and Retrieval Based on Sharable Ontology and Case-Based Learning Techniques ","JCDL ACM IEEE Joint Conference Digital Libraries"
"273","9","3","C Chen"," Chen-Yu Lee ; Jaw Jium Yeh ; Von-Wun Soo","Using sharable ontology to retrieve historical images ","JCDL ACM IEEE Joint Conference Digital Libraries"
"274","9","4","C Chen"," Su-Shing Chen","Workshop : digital libraries in asian languages ","JCDL ACM IEEE Joint Conference Digital Libraries"
"275","9","5","C Chen"," Howard D Wactlar","Enhanced perspectives for historical and cultural documentaries using informedia technologies ","JCDL ACM IEEE Joint Conference Digital Libraries"
"276","9","6","C Chen"," ","From Educational Multimedia to Global Digital Library Development: Convergence of Technology, Content, and International Collaboration ","WebNet"
"277","9","7","C Chen"," ","The Potential of the Interactive Videodisc for International Cooperation as Documented by Project Emperor-I ","Essen Symposium"
"278","9","8","C Chen"," ","Hypermedia/Multimedia Technology and New Opportunities for Libraries in the s ","Essen Symposium"
"279","9","9","C Chen"," David Raitt","Use of CD-ROMs in West German Libraries ","Essen Symposium"
"280","10","1","C Chen"," David Chenho Kung ; Jerry Gao ; Pei Hsia ; Yasufumi Toyoshima","Object-Oriented Software Testing: Some Research and Development ","HASE"
"281","10","2","C Chen"," David Chenho Kung ; F Wen ; Jerry Gao ; Pei Hsia ; Yasufumi Toyoshima","Change Impact Identification in Object Oriented Software Maintenance ","ICSM International Conference Software Maintenance"
"282","10","3","C Chen"," David Chenho Kung ; Jerry Gao ; Pei Hsia ; Yasufumi Toyoshima","A Test Strategy for Object-Oriented Programs ","COMPSAC International Computer Software and Applications Conference"
"283","10","4","C Chen"," David K Leung ; Jerry Gao ; Yasufumi Toyoshima","Developing an Integrated Testing Environment Using the World Wide Web Technology ","COMPSAC International Computer Software and Applications Conference"
"284","10","5","C Chen"," David Chenho Kung ; Jerry Z Gao ; Pei Hsia ; Yasufumi Toyoshima","Object state testing for object-oriented programs ","COMPSAC International Computer Software and Applications Conference"
"285","10","6","C Chen"," David Chenho Kung ; Jayarajan Samuel ; Jerry Gao ; Pei Hsia ; Yasufumi Toyoshima","Formal Approach to Scenario Analysis ","IEEE Software"
"286","10","7","C Chen"," David Chenho Kung ; Jerry Gao ; Pei Hsia ; Yasufumi Toyoshima","Or Regression Testing of Object-Oriented Programs ","Journal of Systems and Software"
"287","10","8","C Chen"," David Chenho Kung ; Jerry Gao ; Pei Hsia ; Yasufumi Toyoshima ; Young-Kee Song ; Young-Si Kim","Developing an Object-Oriented Software Testing and Maintenance Environment ","Commun ACM"
"288","10","9","C Chen"," David K Leung ; Jerry Gao ; Yasufumi Toyoshima","Engineering on the Internet for Global Software Production ","IEEE Computer"
"289","11","1","C Chen","Saisanthosh Balakrishnan;Jong Hyuk Park;Hyungsuk Kim;Yu-Min Lee;Charlie Chung-Ping Chen"," Linear Time Hierarchical Capacitance Extraction Without Multipole Expansion, ","International Conference Computer Design ICCD International Conference Computer Design"
"290","11","2","C Chen","Yahong Cao;Yu-Min Lee;Tsung-Hao Chen;Charlie Chung-Ping Chen"," HiPRIME: Hierarchical and Passivity Reserved Interconnect Macromodeling Engine for RLKC Power Delivery, ","IEEE ACM Design Automation Conference DAC Design Automation Conference"
"291","11","3","C Chen","Charlie Chung-Ping Chen;Narayanan Murugesan;Tae-Woo Lee;Susan C Hagness"," FDTD-ADI: An Unconditionally Stable Full Wave Maxwell Equation Solver for VLSI Modeling, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design"
"292","11","4","C Chen","Tsung-Hao Chen;Charlie Chung-Ping Chen"," Efficient Large-Scale Power Grid Analysis Based on Preconditioned Krylov-Subspace Iterative Methods, ","IEEE ACM Design Automation Conference DAC Design Automation Conference"
"293","11","5","C Chen","Chung-Ping Chen;D F Wong"," A Fast Algorithms for Optimal Wire-Sizing under the Elmore Delay Model, ","IEEE International Symposium Circuits and Systems ISCAS IEEE International Symposium Circuits and Systems"
"294","11","6","C Chen","Chung-Ping Chen;Chris C N Chu;D F Wong"," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp"
"295","11","7","C Chen","Chung-Ping Chen;Chris C N Chu;D F Wong"," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design"
"296","11","8","C Chen","Chung-Ping Chen;Yao-Wen Chang;D F Wong"," Fast performance-driven optimization for buffered clock trees based on Lagrangian relaxation, ","IEEE ACM Design Automation Conference DAC Design Automation Conference"
"297","11","9","C Chen","Tsung-Hao Chen ; Yahong Cao ; Yu-Min Lee","HiPRIME: hierarchical and passivity reserved interconnect macromodeling engine for RLKC power delivery ","DAC Design Automation Conference"
"298","11","10","C Chen","Tsung-Hao Chen;Hyoung-Suk Kim;Charlie Chung-Ping Chen"," L Extracted? Now What? Introduction to An Inductance-Wise Interconnect Simulation Engine INDUCTWISE "," Technical Report University of"
"299","11","11","C Chen","Tsung-Hao Chen;Clement Luk;Charlie Chung-Ping Chen"," INDUCTWISE: Inductance-Wise Interconnect Simulator and Extractor, ","IEEE Transactions Computer Aided Design of Integrated Circuits and Systems TCAD pp"
"300","11","12","C Chen","Tsung-Hao Chen;Clement Luk;Hyungsuk Kim;Charlie Chung-Ping Chen"," INDUCTWISE: Inductance-Wise Interconnect Simulator and Extractor, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design"
"301","11","13","C Chen","Chung-Ping Chen;N Menezes"," Noise-Aware Repeater Insertion and Wire-Sizing for On-chip Interconnect Using Hierarchical Moment-Matching, ","IEEE ACM Design Automation Conference DAC Design Automation Conference"
"302","11","14","C Chen","Chung-Ping Chen;Hai Zhou;D F Wong"," Optimal Non-Uniform Wire-Sizing under the Elmore Delay Model, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design"
"303","11","15","C Chen","Chung-Ping Chen;D F Wong"," Optimal Wire-Sizing Function Fringing Capacitance Consideration, ","IEEE ACM Design Automation Conference DAC Design Automation Conference"
"304","11","16","C Chen","Chung-Ping Chen;Yao-Ping Chen;D F Wong"," Optimal Wire-Sizing Formula under the Elmore Delay Model, ","IEEE ACM Design Automation Conference DAC Design Automation Conference"
"305","11","17","C Chen","Chung-Ping Chen;D F Wong"," Error-bounded Pade Approximation via Bilinear Conformal Transformation, ","IEEE ACM Design Automation Conference DAC Design Automation Conference"
"306","11","18","C Chen","Tsung-Hao Chen;Clement Luk;Charlie Chung-Ping Chen"," SuPREME: Substrate and Power-delivery Reluctance-Enhanced Macromodel Evaluation, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design"
"307","11","19","C Chen","Ed Cheng","Future SoC Design Challenges and Solutions invited ","ISQED"
"308","11","20","C Chen","Pradeepsunder Ganesh;Charlie Chung-Ping Chen"," RC-in RC-out Model Order Reduction Accurate Up to Second Order Moments, ","International Conference Computer Design ICCD International Conference Computer Design"
"309","11","21","C Chen","Rong Jiang;Tsung-Hao Chen;Charlie Chung-Ping Chen"," PODEA: POwer Delivery Efficient Analysis Realizable Model Reduction, ","IEEE International Symposium Circuits and Systems ISCAS IEEE International Symposium Circuits and Systems"
"310","11","22","C Chen","Rong Jiang;Charlie Chung-Ping Chen"," Realizable Reduction for Electromagnetically Coupled RLMC Interconnects, ","Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe"
"311","11","23","C Chen","Rong Jiang;Charlie Chung-Ping Chen"," SCORE: SPICE Compatible Reluctance Extraction, ","Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe"
"312","11","24","C Chen","Hyungsuk Kim;Charlie Chung-Ping Chen"," Be Careful of Self and Mutual Inductance Formulae, ",""
"313","11","25","C Chen","Hyungsuk Kim ; Jong Hyuk Park ; Saisanthosh Balakrishnan ; Yu-Min Lee","Linear Time Hierarchical Capacitance Extraction without Multipole Expansion ","ICCD International Conference Computer Design"
"314","11","26","C Chen","Yu-min Lee;Charlie Chung-Ping Chen"," Hierarchical model order reduction for signal-integrity driven interconnect synthesis, ","Great Lakes Symposium VLSI Very Large Scale Integration GLSVLSI"
"315","11","27","C Chen","Yu-Min Lee;Charlie Chung-Ping Chen"," Power Grid Transient Simulation in Linear Time Based on Transmission-Line-Modeling Alternating-Direction-Implicit Method, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design"
"316","11","28","C Chen","Yu-Min Lee;Charlie Chung-Ping Chen"," Power Grid Transient Simulation in Linear Time based on Transmission-Line-Modeling Alternating-Direction-Implicit Method, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp"
"317","11","29","C Chen","Yu-Min Lee;Charlie Chung-Ping Chen;D F Wong"," Optimal Wire-sizing Function under the Elmore Delay Model Bounded Wiresizes, ","IEEE Transactions Circuits Systems I TCAS I pp"
"318","11","30","C Chen","Yu-Min Lee;Hing Yin Lai;Charlie Chung-Ping Chen"," Optimal spacing and capacitance padding for general clock structures, ","Asian and South Pacific Design Automation Conference ASP DAC Design Automation Conference"
"319","11","31","C Chen","Yu-Min Lee;Charlie Chung-Ping Chen"," The Power Grid Transient Simulation in Linear Time based on D Alternating-Direction-Implicit Method, ","Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe"
"320","11","32","C Chen","Yu-Min Lee;Charlie Chung-Ping Chen"," The Power Grid Transient Simulation in Linear Time based on D Alternating-Direction-Implicit Method, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp"
"321","11","33","C Chen","Clement Luk;Charlie Chung-Ping Chen"," Efficient Inductance Extraction for On-chip Interconnects, ",""
"322","11","34","C Chen","N Menezes;Chung-Ping Chen"," Spec-based Repeater Insertion and Wire-Sizing for On-chip Interconnect, ","Twelfth International Conference VLSI Very Large Scale Integration Design"
"323","11","35","C Chen","Narayanan Murugesan ; Susan C Hagness ; Tae-Woo Lee","Generalized FDTD-ADI: An Unconditionally Stable Full-Wave Maxwell's Equations Solver for VLSI Interconnect Modeling ","ICCAD International Conference Computer Aided Design"
"324","11","36","C Chen","Jeng-Laing Tsai;Tsung-Hao Chen;Charlie Chung-Ping Chen"," Zero-Skew Clock-Tree Optimization Buffer-Insertion/Sizing and Wire-Sizing, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD"
"325","11","37","C Chen","Jeng-Laing Tsai;Tsung-Hao Chen;Charlie Chung-Ping Chen"," Epsilon-Optimal Zero-Skew Clock Tree Wire-Sizing in Pseudo-Polynomial Time, ","ACM International Symposium Physical Design ISPD International Symposium Physical Design"
"326","11","38","C Chen","Ting-Yuan Wang;Charlie Chung-Ping Chen"," -D Thermal-ADI: a linear-time chip level transient thermal simulator, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp"
"327","11","39","C Chen","Ting-Yuan Wang;Yu-Min Lee;Charlie Chung-Ping Chen"," D Thermal-ADI: An Efficient Chip-Level Transient Thermal Simulator, ","ACM International Symposium Physical Design ISPD International Symposium Physical Design Best Paper Award"
"328","11","40","C Chen","Ting-Yuan Wang;Jeng-Liang Tsai;Charlie Chung-Ping Chen"," Power-Delivery Networks Optimization Thermal Reliability Integrity, ","ACM International Symposium Physical Design ISPD International Symposium Physical Design"
"329","11","41","C Chen","Ting-Yuan Wang;Charlie Chung-Ping Chen"," Optimization of the Power/Ground Network Wire-Sizing and Spacing Based on Sequential Network Simplex Algorithm, "," rd International Symposium Quality Electronic Design ISQED"
"330","11","42","C Chen","Ting-Yuan Wang;Charlie Chung-Ping Chen"," SPICE-Compatible Thermal Simulation Lumped Circuit Modeling for Thermal Reliability Analysis based on Model Reduction, "," th International Symposium Quality Electronic Design ISQED"
"331","11","43","C Chen","Ting-Yuan Wang;Charlie Chung-Ping Chen"," Thermal-ADI: A Linear-Time Chip-Level Dynamic Thermal Simulation Algorithm Based on Alternating-Direction-Implicit ADI Method, ","ACM International Symposium Physical Design ISPD International Symposium Physical Design slide"
"332","11","44","C Chen","Ting-Yuan Wang;Charlie Chung-Ping Chen"," Thermal-ADI: A Linear-Time Chip-Level Dynamic Thermal Simulation Algorithm Based on Alternating-Direction-Implicit ADI Method, ","IEEE Transaction Very Large Scale Integration Systems TVLSI pp"
"333","11","45","C Chen","Ting-Yuan Wang;Jeng-Liang Tsai;Charlie Chung-Ping Chen"," Thermal and Power Integrity based Power/Ground Networks Optimization, ","Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe"
"334","12","1","C Chen","","","Integration of Rule Based and Neural Network for Assembly Planning"
"335","12","2","C Chen","","* An Integration of Design and Manufacturing: A Learning-Based Approach",""
"336","12","3","C Chen","","* A Rapid Stepwise Learning Algorithm for Flat Neural Networks and Self-Architecting Functional Basis Neural Networks",""
"337","12","4","C Chen",""," Solving Sequences of Interactive Features Using the Episodal Associative Memory, ","Artificial Intelligence for Engineering Design Analysis and Manufacturing"
"338","12","5","C Chen","H N Al-Kamhawi;C L P Chen;S R LeClair"," Feature Sequencing in the Rapid Design System Using a Genetic Algorithm, ","Journal of Intelligence Manufacturing"
"339","12","6","C Chen","Chandrakumar Bhumireddy","A Genetic Learning Algorithm for Generating a Parsimonious Functional Link Network ","Neural Networks and Computational Intelligence"
"340","12","7","C Chen","C L P Chen"," Design of a Real-Time AND/OR Assembly Schedule on an Optimization Neural Network, ","Journal of Intelligent Manufacturing T E Westhoven C L P Chen Y H Pao and S R LeClair"
"341","12","8","C Chen","C L Chen;C S G Lee;E S H Hou"," Efficient Scheduling Algorithm for Robot Inverse Dynamics Computation on a Multiprocessor System, ","IEEE Trans Systems Man and Cybernetics SMC"
"342","12","9","C Chen","C L P Chen;Y Lu"," FUZZ: A Fuzzy-Based Concept Formation System that Integrates Human Categorization and Numerical Clustering, ","IEEE Trans Systems Man and Cybernetics B"
"343","12","10","C Chen","C L P Chen;S Xie"," A Freedhand Drawing System using Fuzzy Concepts, ","Computer Aided Design Volume Number"
"344","12","11","C Chen","C L P Chen;Y Cao;S R LeClair"," Materials structure-property prediction using a Self-Architecting Neural Network, ","Journal of Alloys and Compounds"
"345","12","12","C Chen","C L P Chen;S Xie; A Fuzzy Freedhand Drawing System"," in Fuzzy Information Engineering: A Guided Tour of Applications, Edited by D Dubois, H Prade, and R Yager, John Wiley & Sons, - , ",""
"346","12","13","C Chen","C L P Chen;S R LeClair;Y-H Pao"," An Incremental Adaptive Implementation of Functional-Link Process: for Function Approximation, Time-Series Prediction, and System Identification, ","Neurocomputing an International Journal"
"347","12","14","C Chen","C L P Chen;S R LeClair"," An Integration of Design and Manufacturing: Solving Setup Generation and Feature Sequencing Using Unsupervised Learning Approach, ","Computer Aided Design"
"348","12","15","C Chen","C L P Chen;Y H Pao"," An Integration of Neural Network and Rule-Based Systems for Design and Planning of Mechanical Assemblies, ","IEEE Trans Systems Man and Cybernetics SMC"
"349","12","16","C Chen","Y-C L Philip Chen"," Proper Clamping Sequences in the Fixturing of Prismatic Workpieces, ","Engineering Design and Automation CRC Press"
"350","12","17","C Chen","C L P Chen;J Z Wan"," A Rapid Learning and Dynamic Stepwise Updating Algorithm for Flat Neural Networks and its Application to Time-Series Prediction, ","IEEE Trans Systems Man and Cybernetics"
"351","12","18","C Chen","C L P Chen"," A Rapid Supervised Learning Neural Network for Function Interpolation and Approximation, ","IEEE Trans Neural Networks"
"352","12","19","C Chen","C L P Chen;S R LeClair;Y-H Pao"," A Rapid Supervised Learning Neural Network for Function Approximation and Time-Series Prediction using Adaptive Functional-Link Neural Network, ","Journal of Mathematical Modeling and Scientific Computing Principia Scientia"
"353","12","20","C Chen","C L P Chen"," Setup Generation and Feature Sequencing Using an Unsupervised Learning Algorithm, ","Neural Networks Design and Manufacturing Edited by J Wang and Yoshiyasu Takefuji World Scientific Publisher Inc"
"354","12","21","C Chen","C L P Chen;C A Wichman"," A Systematic Approach for Design and Planning of Mechanical Assemblies, ","Artificial Intelligence for Engineering Design Analysis and Manufacturing"
"355","12","22","C Chen","C L P Chen"," Automatic Generation Assembly Sequences by Pattern-Matching, ","IEEE Trans Systems Man and Cybernetics SMC"
"356","12","23","C Chen","C L Chen;C S G Lee;C D McGillem"," Task Assignment and Load Balancing of Autonomous Vehicles in a Flexible Manufacturing System, ","IEEE Transaction Robotics and Automation RA"
"357","12","24","C Chen","C Dagli;M Akay;C L Philip Chen;B R Fernandez;J Ghosh"," Intelligent Engineering Systems Through Artificial Neural Networks: Fuzzy Logic and Evolutionary Programming "," ASME Press"
"358","12","25","C Chen","C Dagli;M Akay;C L Philip Chen;B R Fernandez;J Ghosh"," Smart Engineering System Design: Neural Networks, Fuzzy Logic, and Evolutionary Programming "," ASME Press"
"359","12","26","C Chen","Ping Guo;C L Philip Chen;Michael R Lyu"," Cluster Number Selection for a Small Set of Samples using the Bayesian Ying-Yang Model "," IEEE Transactions Neural Networks"
"360","12","27","C Chen","P Guo;A A S Awwal;C L P Chen"," Dynamics of a Coupled Double-Cavity Optical Interference Filter, ","Journal of Modern Optics"
"361","12","28","C Chen","T-H Guo;D L Mattern L C Jaw;C L P Chen"," Model-Based Sensor Validation for a Turbofan Engine Using Auto-Associative Neural Networks "," Journal of Smart Engineering Systems and Francis"
"362","12","29","C Chen","Ping Guo;C L Philip Chen"," Regularization Parameter Estimation Based on Bayesian-Kullback Data Smoothing Theory for Feedforward Neural Networks "," IEEE Trans Systems Man and Cybernetics Part B"
